Sl,Text,Extracted Name,Extracted Location,Extracted Organization
2458,"['lying fifth after the first run, shimer and breakman randy jones delivered a near-perfect second trip down the 1976 olympic course for an aggregate time of one minute 45.91']","['lying', 'shimer', 'breakman', 'randy', 'jones']",[],[]
2459,['seconds.'],[],[],[]
2460,['first run leaders guenther huber and breakman antonio tartaglia in the italy i sleigh finished second two-hundredths of a second behind the americans.'],"['guenther', 'huber', 'breakman', 'antonio', 'tartaglia']",['italy'],[]
2461,"['canada i, represented by pierre lueders and breakman dave maceachern, completed the third world cup event of the winter a further one-hundredth of a second behind the italians.']","['pierre', 'lueders', 'dave', 'maceachern']",['canada'],[]
2462,"['the canadians, winners of the opening two events in altenberg, germany, and la plagne, france, increased their lead in the world cup standings.']",[],"['altenberg', 'germany', 'la', 'plagne', 'france']",[]
2463,"[""they have 104 points, 15 ahead of usa i's jim herberich and breakman garrett hines who managed only 10th place on saturday.""]","['jim', 'herberich', 'garrett']",[],[]
2464,['-docstart- skiing-chinese make promising freestyle skiing debut.'],[],[],['skiing-chinese']
2465,"['tignes, france 1996-12-07 china made a promising debut on the freestyle skiing world cup circuit in an aerials event in the french resort of tignes on saturday.']",[],"['tignes', 'france', 'china']",[]
2466,"[""while the chinese failed to gain a place in the men's final, they had two in the top 10 of the women's competition, cuo dan finishing a respectable seventh and xu nannan ninth.""]","['cuo', 'dan']",[],[]
2467,"['but overall, it was france and canada who dominated the day.']",[],"['france', 'canada']",[]
2468,['alexis blanc and sebastien foucras gave france a one-two finish in the first aerials competition of the season.'],"['alexis', 'blanc', 'sebastien', 'foucras']",['france'],[]
2469,['blanc collected his seventh career world cup win with a two jump combined score of 238.36'],['blanc'],[],[]
2470,"['points, easily beating foucras, the overall world cup aerials champion, who was a distant second with 223.60']",['foucras'],[],[]
2471,['.'],[],[],[]
2472,"[""canada's jeff bean, who had never finished higher than ninth in a world cup event, made his first trip to the podium taking third place with a mark of 209.96""]","['jeff', 'bean']",['canada'],[]
2473,['.'],[],[],[]
2474,"[""veronica brenner of canada, who picked up her first career victory at tignes last year, made it two wins in a row at the french resort taking first in the women's competition with a score of 170.42""]","['veronica', 'brenner']","['canada', 'tignes']",[]
2475,['.'],[],[],[]
2476,"['swiss skiers occupied the other two places on the podium, karin kuster taking second with 160.55']",['karin'],[],[]
2477,['narrowly ahead of evelyne leu with 160.36'],[],[],[]
2478,['.'],[],[],[]
2479,['-docstart- bobsleigh-world cup two-man results.'],[],[],[]
2480,"['igls, austria 1996-12-07 results of a world cup two-man bobsleigh event on saturday: 1.']",[],"['igls', 'austria']",[]
2481,"['united states iii( brian shimer, randy jones) one minute 45.91']","['brian', 'shimer', 'randy', 'jones']","['united', 'states']",[]
2482,['seconds( 52.90'],[],[],[]
2483,['/ 53.01'],[],[],[]
2484,[') 2.'],[],[],[]
2485,"['italy i( guenther huber, antonio tartaglia) 1:45.93']","['guenther', 'huber', 'antonio', 'tartaglia']",['italy'],[]
2486,['( 52.74'],[],[],[]
2487,['/ 53.19'],[],[],[]
2488,[') 3.'],[],[],[]
2489,"['canada i( pierre lueders, dave maceachern) 1:45.94']","['pierre', 'lueders', 'dave', 'maceachern']",['canada'],[]
2490,['( 52.76'],[],[],[]
2491,['/ 53.18'],[],[],[]
2492,[') 4.'],[],[],[]
2493,"['german i( sepp dostthaler, thomas lebsa) 1:45.95']","['sepp', 'dostthaler', 'thomas', 'lebsa']",[],[]
2494,['( 52.82'],[],[],[]
2495,['/ 53.13'],[],[],[]
2496,[') 5.'],[],[],[]
2497,"['switzerland i( reto goetschi, guido acklin) 1:45.98']","['reto', 'goetschi', 'guido']",['switzerland'],[]
2498,['( 52.91'],[],[],[]
2499,['/ 53.07'],[],[],[]
2500,[') 6.'],[],[],[]
2501,"['germany iii( dirk wiese, jakobs marco) 1:46.02']","['dirk', 'wiese', 'jakobs', 'marco']",['germany'],[]
2502,['( 52.89'],[],[],[]
2503,['/ 53.13'],[],[],[]
2504,[') 7.'],[],[],[]
2505,"['czech republic i( jiri dzmura, pavel polomsky) 1:46.06']","['jiri', 'dzmura', 'pavel']","['czech', 'republic']",[]
2506,['( 53.01'],[],[],[]
2507,['/ 53.05'],[],[],[]
2508,[') 8.'],[],[],[]
2509,"['austria i( hubert schoesser, erwin arnold) 1:46.13']","['hubert', 'erwin', 'arnold']",['austria'],[]
2510,['( 52.92'],[],[],[]
2511,['/ 53.21'],[],[],[]
2512,[') 9.'],[],[],[]
2513,"['britain i( sean olsson, dean ward) 1:46.26']","['sean', 'olsson', 'dean', 'ward']",['britain'],[]
2514,['( 52.97/'],[],[],[]
2515,['53.29'],[],[],[]
2516,[') 10 equal.'],[],[],[]
2517,"['united states i( jim herberich, garrett hines) 1:46.34']","['jim', 'herberich', 'garrett']","['united', 'states']",[]
2518,['( 53.14'],[],[],[]
2519,['/ 53.20'],[],[],[]
2520,"[') and austria iii( hannes conti, georg kuttner) 1:46.34']","['hannes', 'conti', 'georg']",['austria'],[]
2521,['( 53.30/'],[],[],[]
2522,['53.04).'],[],[],[]
2523,['-docstart- cricket- woolmer makes sentimental return to kanpur.'],['woolmer'],[],[]
2524,"[""kanpur, india 1996-12-07 south africa's trip to kanpur for the third test against india has given former england test cricketer bob woolmer the chance of a sentimental return to his birthplace.""]","['cricketer', 'bob', 'woolmer']","['kanpur', 'india', 'south', 'africa', 'india', 'england']",[]
2525,['woolmer was born in the northern city of kanpur when his father worked there for an insurance compnay and was himself an active cricketer.'],['woolmer'],[],['cricketer']
2526,"[""it's been a sentimental journey ...""]",[],[],[]
2527,"['a visit to india is always an intriguing experience,']",[],['india'],[]
2528,"['woolmer, now the south african coach, said on saturday.']",['woolmer'],[],[]
2529,"['woolmer, 48, played 19 tests for england between 1975 and 1981.']",['woolmer'],"['england', '1975']",[]
2530,"[""his first cricketing sojurn to india was as a member of tony greig's england side in 1976-77.""]","['tony', 'greig']","['india', 'england', '1976-77']",[]
2531,"[""his father clarence woolmer represented united province, now renamed uttar pradesh, in india's ranji trophy national championship and captained the state during 1949.""]","['clarence', 'woolmer', 'uttar']",['india'],['united']
2532,"['now aged 86, woolmer senior lives with his son in cape town.']",[],"['cape', 'town']",[]
2533,"[""woolmer's memories of kanpur are few and blurred.""]",['woolmer'],[],[]
2534,"[""i do n't remember much of the place,""]",[],[],[]
2535,['he said.'],[],[],[]
2536,['i came here on zero and left at three( aged three) when my father was transferred to calcutta where i spent another four and half years.'],[],['calcutta'],[]
2537,['but i do remember we had a cobra snake in the basement of our house.'],[],[],[]
2538,['also that my father bought a bicycle and when we rode over a hose pipe it broke into two.'],[],[],[]
2539,['woolmer said the hospital where he was born is close to the stadium where the india-south africa test will be played.'],['woolmer'],['africa'],[]
2540,['-docstart- freestyle skiing-world cup aerials results.'],[],[],[]
2541,"['tignes, france 1996-12-07 results of the world cup freestyle skiing aerials competition on saturday: men: 1.']",[],"['tignes', 'france']",[]
2542,['alexis blanc( france) 238.36'],"['alexis', 'blanc']",['france'],[]
2543,['points 2.'],[],[],[]
2544,['sebastien foucras( france) 223.60'],"['sebastien', 'foucras']",['france'],[]
2545,['3.'],[],[],[]
2546,['jeff bean( canada) 209.96'],"['jeff', 'bean']",['canada'],[]
2547,['4.'],[],[],[]
2548,['eric bergoust( u.s'],"['eric', 'bergoust']",['u.s'],[]
2549,[') 207.15'],[],[],[]
2550,['5.'],[],[],[]
2551,['christian rijavec( austria) 204.17'],"['christian', 'rijavec']",['austria'],[]
2552,['6.'],[],[],[]
2553,['alexandre mikhailov( russia) 202.59'],"['alexandre', 'mikhailov']",['russia'],[]
2554,['7.'],[],[],[]
2555,['ales valenta( czech republic) 194.02'],"['ales', 'valenta']","['czech', 'republic']",[]
2556,['8.'],[],[],[]
2557,['andy capicik( canada) 193.82'],"['andy', 'capicik']",['canada'],[]
2558,['9.'],[],[],[]
2559,['trace worthington( u.s.'],"['trace', 'worthington']",['u.s.'],[]
2560,[') 192.36'],[],[],[]
2561,['10.'],[],[],[]
2562,['dmitri dashinski belarus) 190.70'],"['dmitri', 'dashinski']",['belarus'],[]
2563,['women: 1.'],[],[],[]
2564,['veronica brenner( canada) 170.42'],"['veronica', 'brenner']",['canada'],[]
2565,['2.'],[],[],[]
2566,['karin kuster( switzerland) 160.55'],"['karin', 'kuster']",['switzerland'],[]
2567,['3.'],[],[],[]
2568,['evelyne leu( switzerland) 160.36'],"['evelyne', 'leu']",['switzerland'],[]
2569,['4.'],[],[],[]
2570,['caroline olivier( canada) 157.10'],"['caroline', 'olivier']",['canada'],[]
2571,['5.'],[],[],[]
2572,['jacqui cooper( australia) 156.52'],"['jacqui', 'cooper']",['australia'],[]
2573,['6.'],[],[],[]
2574,['marie lindgren( sweden) 154.82'],"['marie', 'lindgren']",['sweden'],[]
2575,['7.'],[],[],[]
2576,['dan cuo( china) 154.61'],"['dan', 'cuo']",['china'],[]
2577,['8.'],[],[],[]
2578,['kristie marshall( australia) 154.60'],"['kristie', 'marshall']",['australia'],[]
2579,['9.'],[],[],[]
2580,['xu nannan( china) 152.08'],"['xu', 'nannan']",['china'],[]
2581,['10.'],[],[],[]
2582,['hilde synnove lid( norway) 148.20'],"['hilde', 'synnove', 'lid']",['norway'],[]
2583,['-docstart- ski jumping-leading world cup results/ standings.'],[],[],[]
2584,"['kuusamo, finland 1996-12-07 leading results in a world cup high hill( 120-metre) ski jumping event on saturday: 1.']",['jumping'],"['kuusamo', 'finland']","['120-metre', 'ski']"
2585,['takanobu okabe( japan) 303.4'],"['takanobu', 'okabe']",['japan'],[]
2586,['points( first jump 145.4'],[],[],[]
2587,['/ second jump 158) 2.'],[],[],[]
2588,['kazuyoshi funaki( japan) 295.4'],"['kazuyoshi', 'funaki']",['japan'],[]
2589,['( 151.5'],[],[],[]
2590,['/ 143.9'],[],[],[]
2591,[') 3.'],[],[],[]
2592,['andreas goldberger( austria) 274.4'],"['andreas', 'goldberger']",['austria'],[]
2593,['( 144.4'],[],[],[]
2594,['/ 130) 4.'],[],[],[]
2595,['dieter thoma( germany) 267( 141.6'],"['dieter', 'thoma']",['germany'],[]
2596,['/ 124.4'],[],[],[]
2597,[') 5.'],[],[],[]
2598,['ari-pekka nikkola( finland) 256.4'],"['ari-pekka', 'nikkola']",['finland'],[]
2599,['( 126/ 130.4'],[],[],[]
2600,[') 6.'],[],[],[]
2601,['reinhard schwarzenberger( austria) 252.6'],"['reinhard', 'schwarzenberger']",['austria'],[]
2602,['( 119.7'],[],[],[]
2603,['/ 132.9'],[],[],[]
2604,[') 7.'],[],[],[]
2605,['noriaki kasai( japan) 242( 124.2'],"['noriaki', 'kasai']",['japan'],[]
2606,['/ 117.8'],[],[],[]
2607,[') 8.'],[],[],[]
2608,['hiroya saitoh( japan) 234.7'],"['hiroya', 'saitoh']",['japan'],[]
2609,['( 124.6'],[],[],[]
2610,['/ 110.1'],[],[],[]
2611,[') 9.'],[],[],[]
2612,['jani soininen( finland) 231.5'],"['jani', 'soininen']",['finland'],[]
2613,['( 115/ 116.5'],[],[],[]
2614,[') 10.'],[],[],[]
2615,['kristian brenden( norway) 228.1'],"['kristian', 'brenden']",['norway'],[]
2616,['( 129.4'],[],[],[]
2617,['/ 98.7'],[],[],[]
2618,[') leading world cup standings( after three events): 1.'],[],[],[]
2619,['thoma 210 points 2.'],['thoma'],[],[]
2620,['brenden 206 3.'],['brenden'],[],[]
2621,['goldberger 160 4.'],[],[],[]
2622,['okabe 146 5.'],[],[],[]
2623,['funaki 143 6.'],['funaki'],[],[]
2624,['saitoh 121 7.'],['saitoh'],[],[]
2625,['espen bredesen( norway) 112 8.'],"['espen', 'bredesen']",['norway'],[]
2626,['nikkola 101 9.'],[],[],[]
2627,['soininen 85 10.'],[],[],[]
2628,['primoz peterka( slovakia) 76 -docstart- badminton- world grand prix semifinal results.'],"['primoz', 'peterka']",['slovakia'],[]
2629,"[""tembau denpasar, bali 1996-12-07 results of semifinals at the world grand prix finals on saturday: men's singles fung permadi( taiwan) beat indra wijaya( indonesia) 15-6 15-8 sun jun( china) beat allan budi kusuma( indonesia) 15-9 15-10 women's singles susi susanti( indonesia) beat camilla martin( denmark) 11-1 11-3 ye zhaoying( china) beat gong zhichao( china) 11-8 11-3 -docstart- speed skating-results of world cup speed skating races.""]","['tembau', 'denpasar', 'fung', 'permadi', 'indra', 'wijaya', 'sun', 'jun', 'allan', 'budi', 'kusuma', 'susi', 'susanti', 'camilla', 'martin', '11-3', 'ye', 'zhaoying', 'gong', 'zhichao']","['taiwan', 'indonesia', 'china', 'indonesia', 'indonesia', 'denmark', 'china', 'china']",[]
2630,"['chonju, south korea 1996-12-07 results on the first day of the world cup speed skating races here on saturday.']",[],"['chonju', 'south', 'korea']",[]
2631,"[""men's 500 metres first round: 1.""]",[],[],[]
2632,['horii manabu( japan) 37.23'],"['horii', 'manabu']",['japan'],[]
2633,['seconds; 2.'],[],[],[]
2634,['jaegal sung-yeol( south korea) 37.46'],"['jaegal', 'sung-yeol']","['south', 'korea']",[]
2635,['; 3.'],[],[],[]
2636,['grunde njos( norway) 37.49'],"['grunde', 'njos']",['norway'],[]
2637,['; 4.'],[],[],[]
2638,['shimizu hiroyasu( japan) 37.68'],"['shimizu', 'hiroyasu']",['japan'],[]
2639,['; 5.'],[],[],[]
2640,['sergey klevchenya( russia) 37.86'],"['sergey', 'klevchenya']",['russia'],[]
2641,['; 6.'],[],[],[]
2642,['yamakage hiroaki( japan) 37.93'],"['yamakage', 'hiroaki']",['japan'],[]
2643,['; 7.'],[],[],[]
2644,['casey fitzrandolph( us) 37.97'],"['casey', 'fitzrandolph']",[],[]
2645,['; 8.'],[],[],[]
2646,['sylvain bouchard( canada) 38.00'],"['sylvain', 'bouchard']",['canada'],[]
2647,['; 9.'],[],[],[]
2648,['kim yoon-man( south korea) 38.05'],"['kim', 'yoon-man']","['south', 'korea']",[]
2649,['; 10.'],[],[],[]
2650,['inoue junichi( japan) 38.08'],"['inoue', 'junichi']",['japan'],[]
2651,['.'],[],[],[]
2652,"[""women's 500 metres first round: 1.""]",[],[],[]
2653,['xuc rulhong( china) 40.78'],"['xuc', 'rulhong']",['china'],[]
2654,['; 2.'],[],[],[]
2655,['svetlana jhurova( russia) 41.08'],"['svetlana', 'jhurova']",['russia'],[]
2656,['; 3.'],[],[],[]
2657,['franziska schenk( germany) 41.13'],"['franziska', 'schenk']",['germany'],[]
2658,['; 4.'],[],[],[]
2659,['okazaki tomomi( japan) 41.19'],"['okazaki', 'tomomi']",['japan'],[]
2660,['; 5.'],[],[],[]
2661,['shimazaki kyoko( japan) 41.45'],"['shimazaki', 'kyoko']",['japan'],[]
2662,['; 6.'],[],[],[]
2663,['marianne timmer( netherlands) 41.58'],"['marianne', 'timmer']",['netherlands'],[]
2664,['; 7.'],[],[],[]
2665,['jin hua( china) 41.59'],"['jin', 'hua']",['china'],[]
2666,['; 8.'],[],[],[]
2667,['alena koroleva( russia) 41.64'],"['alena', 'koroleva']",['russia'],[]
2668,['; 9.'],[],[],[]
2669,['chris witty( us) 41.75'],"['chris', 'witty']",[],[]
2670,['; 10.'],[],[],[]
2671,['anke baler( germany) 41.76'],"['anke', 'baler']",['germany'],[]
2672,['.'],[],[],[]
2673,"[""men's 1,000 metres first round: 1.""]",[],[],[]
2674,['sylvain bouchard( canada) 1 minute 16.24'],"['sylvain', 'bouchard']",['canada'],[]
2675,['seconds 2.'],[],[],[]
2676,['sergey klevchenya( russia) 1:16.31'],"['sergey', 'klevchenya']",['russia'],[]
2677,['3.'],[],[],[]
2678,['jan bos( netherlands) 1:16.38'],"['jan', 'bos']",['netherlands'],[]
2679,['4.'],[],[],[]
2680,['grunde njos( norway) 1:16.44'],"['grunde', 'njos']",['norway'],[]
2681,['5.'],[],[],[]
2682,['lee kyou-hyuk( south korea) 1:16.47'],"['lee', 'kyou-hyuk']","['south', 'korea']",[]
2683,['6.'],[],[],[]
2684,['inoue junichi( japan) 1:16.61'],"['inoue', 'junichi']",['japan'],[]
2685,['7.'],[],[],[]
2686,['gerard van velde( netherlands) 1:16.63'],"['gerard', 'van', 'velde']",['netherlands'],[]
2687,['8.'],[],[],[]
2688,['kim yoon-man( south korea) 1:16.75'],"['kim', 'yoon-man']","['south', 'korea']",[]
2689,['9.'],[],[],[]
2690,['jeremy wotherspoon( canada) 1:16.75'],"['jeremy', 'wotherspoon']",['canada'],[]
2691,['10.'],[],[],[]
2692,['miyabe yasunori( japan) 1:16.86'],"['miyabe', 'yasunori']",['japan'],[]
2693,"[""women's 1,000 metres first round: 1.""]",[],[],[]
2694,['franziska schenk( germany) 1:23.17'],"['franziska', 'schenk']",['germany'],[]
2695,['2.'],[],[],[]
2696,['kusunose shiho( japan) 1:24.77'],"['kusunose', 'shiho']",['japan'],[]
2697,['3.'],[],[],[]
2698,['marianne timmer( netherlands) 1:24.86'],"['marianne', 'timmer']",['netherlands'],[]
2699,['4.'],[],[],[]
2700,['anka baier( germany) 1:25.16'],"['anka', 'baier']",['germany'],[]
2701,['5.'],[],[],[]
2702,['becky sundstrom( u.s.'],"['becky', 'sundstrom']",['u.s.'],[]
2703,[') 1:25.39'],[],[],[]
2704,['6.'],[],[],[]
2705,['shimazaki kyoko( japan) 1:25.51'],"['shimazaki', 'kyoko']",['japan'],[]
2706,['7.'],[],[],[]
2707,['oksana ravllova( russia) 1:25.55'],"['oksana', 'ravllova']",['russia'],[]
2708,['8.'],[],[],[]
2709,['sammiya eriko( japan) 1:25.79'],"['sammiya', 'eriko']",['japan'],[]
2710,['9.'],[],[],[]
2711,['chris witty( u.s.'],"['chris', 'witty']",['u.s.'],[]
2712,[') 1:25.85'],[],[],[]
2713,['10.'],[],[],[]
2714,['xue rulhong( china) 1:25.89'],"['xue', 'rulhong']",['china'],[]
2715,['-docstart- alpine skiing-officials hope to salvage world cup weekend.'],[],['alpine'],[]
2716,"[""whistler, british columbia 1996-12-06 world cup ski officials hope to be able to get in at least one men's downhill training run on saturday in an effort to salvage the weekend racing programme.""]",[],"['whistler', 'columbia']",[]
2717,"[""for the third consecutive day, friday's scheduled training runs were cancelled due to heavy wet snow and fog on whistler mountain, leaving the scheduled world cup events in jeopardy.""]",[],"['whistler', 'mountain']",[]
2718,['rules call for at least one training run to be completed before a world cup downhill race can be staged.'],[],[],[]
2719,"['organisers hope to get that run in on saturday morning, conditions permitting, and stage the race later in the day or on sunday.']",[],[],[]
2720,"['there was no possibility today to make a training run,']",[],[],[]
2721,"[""said bernd zobel, the canadian men's national coach, citing too much new snow and poor visibility.""]","['bernd', 'zobel', 'citing']",[],[]
2722,"['if organisers are forced to run the downhill on sunday, the super-giant slalom originally scheduled for sunday would likely be abandoned.']",[],[],[]
2723,['-docstart- soccer- leading scottish premier division scorers.'],[],[],[]
2724,"[""glasgow 1996-12-07 leading goalscorers in the scottish premier division after saturday's matches: 10- billy dodds( aberdeen), pierre van hooydonk( celtic) 9- paul gascoigne( rangers) 7- paul wright( kilmarnock), ally mccoist( rangers) 6- andreas thom( celtic), dean windass( aberdeen), brian laudrup( rangers), darren jackson( hibernian) 5- peter van vossen( rangers), gerry britton( dunfermline), colin cameron( hearts), robert winters( dundee united), paolo di canio( celtic).""]","['billy', 'dodds', 'pierre', 'van', 'hooydonk', 'paul', 'gascoigne', 'paul', 'wright', 'ally', 'mccoist', 'andreas', 'thom', 'dean', 'windass', 'brian', 'laudrup', 'darren', 'jackson', 'peter', 'van', 'vossen', 'gerry', 'britton', 'colin', 'cameron', 'robert', 'winters', 'paolo', 'di', 'canio']",['glasgow'],"['aberdeen', 'celtic', 'rangers', 'rangers', 'celtic', 'aberdeen', 'rangers', 'hibernian', 'rangers', 'hearts', 'dundee', 'united', 'celtic']"
2725,['-docstart- soccer- leading english goalscorers.'],[],[],[]
2726,"[""london 1996-12-07 leading goalscorers in the english premier league after saturday's matches: 13- ian wright( arsenal) 9- fabrizio ravanelli( middlesbrough), alan shearer( newcastle) 8- matthew le tissier( southampton), dwight yorke( aston villa), les ferdinand( newcastle), efan ekoku( wimbledon), gianluca vialli( chelsea) 7- robbie earle( wimbledon), les ferdinand( newcastle) 6- marcus gayle( wimbledon), gary speed( everton), chris sutton( blackburn) 5- robbie fowler( liverpool), steve mcmanaman( liverpool) 4- peter beardsley( newcastle).""]","['ian', 'wright', 'fabrizio', 'ravanelli', 'alan', 'shearer', 'matthew', 'le', 'tissier', 'dwight', 'yorke', 'les', 'ferdinand', 'efan', 'ekoku', 'gianluca', 'vialli', 'robbie', 'earle', 'les', 'ferdinand', 'marcus', 'gayle', 'gary', 'speed', 'chris', 'sutton', 'robbie', 'fowler', 'steve', 'mcmanaman', 'peter', 'beardsley']",['london'],"['arsenal', 'middlesbrough', 'newcastle', 'southampton', 'aston', 'villa', 'newcastle', 'wimbledon', 'chelsea', 'wimbledon', 'newcastle', 'wimbledon', 'everton', 'blackburn', 'liverpool', 'liverpool', 'newcastle']"
2727,['-docstart- soccer- northern ireland premier division results/ standings.'],[],['ireland'],['northern']
2728,"['london 1996-12-07 results of northern ireland premier division matches on saturday: ards 0 crusaders 0 cliftonville 1 portadown 1 glenavon 2 linfield 1 glentoran 1 coleraine 0 standings( tabulated- played, won, drawn, lost, goals for, goals against, points): coleraine 10 7 1 2 18 11 22 linfield 10 4 3 3 13 10 15 crusaders 10 3 4 3 11 9 13 glenavon 10 3 4 3 15 14 13 glentoran 10 3 3 4 18 18 12 portadown 9 3 3 3 11 12 12 ards 10 3 2 5 12 17 11 cliftonville 9 1 4 4 5 12 7 -docstart- rugby union- british results.']",[],"['london', 'northern', 'ireland']","['ards', 'crusaders', 'cliftonville', 'portadown', 'glenavon', 'linfield', 'glentoran', 'coleraine', 'coleraine', 'linfield', 'crusaders', 'glenavon', 'glentoran', 'portadown', 'ards', 'cliftonville', 'rugby', 'union']"
2729,['london 1996-12-07 results of british rugby union matches on saturday: pilkington cup fourth round reading 50 widnes 3 english division one bath 35 harlequins 20 gloucester 29 london irish 19 orrell 22 west hartlepool 15 wasps 15 bristol 13 welsh division one caerphilly 20 cardiff 34 llanelli 97 newbridge 10 newport 45 dunvant 22 pontypridd 53 bridgend 9 swansea 49 neath 10 treorchy 13 ebbw vale 17 scottish division one boroughmuir 31 watsonians 35 -docstart- soccer- scottish premier division summaries.'],[],['london'],"['widnes', 'bath', 'harlequins', 'london', 'irish', 'west', 'hartlepool', 'bristol', 'caerphilly', 'cardiff', 'newbridge', 'newport', 'dunvant', 'pontypridd', 'bridgend', 'swansea', 'vale', 'watsonians']"
2730,"['glasgow 1996-12-07 summaries of scottish premier division matches played on saturday: dunfermline 2( millar 43, 46 penalty) aberdeen 3( miller 10, rowson 55, windass 78).']","['miller', 'rowson', 'windass']",['glasgow'],"['dunfermline', 'millar', 'aberdeen']"
2731,['halftime 1-1.'],[],[],[]
2732,"['attendance: 5,465 hearts 0 raith 0.']",[],[],"['5,465', 'hearts', 'raith']"
2733,"['10,719 kilmarnock 0 dundee united 2( olafsson 22, 51).']","['10,719', 'kilmarnock', 'olafsson']",[],"['dundee', 'united']"
2734,['0-1.'],[],[],[]
2735,"['5,812 motherwell 2( davies 39, ross 89) celtic 1( hay 83).']","['5,812', 'motherwell', 'davies', 'ross', '89', 'hay']",[],['celtic']
2736,['1-0.'],[],[],[]
2737,"['11,589 rangers 4( ferguson 34, mccoist 71 74, laudrup 83) hibernian 3( wright 21, jackson 41, mcginlay 86).']","['ferguson', 'mccoist', 'laudrup', 'wright', 'jackson', 'mcginlay']",[],"['11,589', 'rangers', 'hibernian']"
2738,['1-2.'],[],[],[]
2739,"['48,053.']",[],[],[]
2740,['-docstart- rugby union- retiring campese weighs up options.'],[],[],"['rugby', 'union']"
2741,['london 1996-12-07 david campese will consider offers to play club rugby in england but looks more likely to spend the next year chasing business opportunities in australia.'],"['david', 'campese']","['london', 'england', 'australia']",[]
2742,"['the 34-year-old winger played his final game in a wallaby jersey on saturday but is currently a target for clubs eager to match london side saracens who have already snapped up francois pienaar, michael lynagh and philippe sella.']","['michael', 'lynagh', 'philippe', 'sella']","['wallaby', 'jersey', 'london']",[]
2743,"[""if the opportunity is there i'd obviously think about it but the thing that holds me back is business,""]",[],[],[]
2744,['said campese.'],['campese'],[],[]
2745,"[""i'd like to come over but there are a lot of things happening at home.""]",[],[],[]
2746,"[""i've also got a contract to play for new south wales in the super 12 next year.""]",[],"['south', 'wales']",[]
2747,['former wallaby captain nick farr-jones believes campese may yet be tempted to england.'],"['nick', 'farr-jones', 'campese']",['england'],[]
2748,"[""i'm sure there are a few people in england who'd be delighted to have david campese in their club's jersey,""]","['david', 'campese']","['england', 'jersey']",[]
2749,['he said.'],[],[],[]
2750,['-docstart- soccer- english premier league summaries.'],[],[],[]
2751,"['london 1996-12-07 summaries of english premier lealgue matches on saturday: arsenal 2( adams 45, vieira 90) derby 2( sturridge 62, powell 71).']","['vieira', 'sturridge', 'powell']",['london'],"['arsenal', 'adams', 'derby']"
2752,['halftime 1-0.'],[],[],[]
2753,"['attendance: 38,018 chelsea 2( zola 12, vialli 55) everton 2( branch 17, kanchelskis 28).']","['zola', 'branch', 'kanchelskis']",[],"['38,018', 'chelsea', 'vialli', 'everton']"
2754,['1-2.'],[],[],[]
2755,"['28,418 coventry 1( whelan 60) tottenham 2( sheringham 27, sinton 75).']","['sheringham', 'sinton']",[],"['28,418', 'coventry', 'whelan', 'tottenham']"
2756,['0-1.'],[],[],[]
2757,"['19,675 leicester 1( marshall 78) blackburn 1( sutton 34).']","['19,675', 'leicester', 'marshall', 'sutton']",[],['blackburn']
2758,['0-1.'],[],[],[]
2759,"['19,306 liverpool 0 sheffield wednesday 1( whittingham 22).']",['whittingham'],[],"['19,306', 'liverpool', 'sheffield', 'wednesday']"
2760,['0-1.'],[],[],[]
2761,"['39,507 middlesbrough 0 leeds 0.']",[],[],"['39,507', 'middlesbrough', 'leeds']"
2762,"['30,018 southampton 0 aston villa 1( townsend 34).']",['townsend'],[],"['30,018', 'southampton', 'aston', 'villa']"
2763,['0-1.'],[],[],[]
2764,"['15,232 sunderland 1( melville 83) wimbledon 3( ekoku 8, 29, holdsworth 89).']","['sunderland', 'melville', 'ekoku', 'holdsworth']",[],['wimbledon']
2765,['0-2.'],[],[],[]
2766,"['19,672.']",[],[],[]
2767,['-docstart- soccer- scottish league standings.'],[],[],[]
